update_step,total_timesteps,mean_reward,median_reward,mean_space_ratio,mean_items_packed,entropy_loss,value_loss,action_loss,infeasibility_loss
130,62400,-0.08897777811798732,-0.040666667104233056,0.35288888888888886,31.8,4.251035690307617,0.008089585229754448,-0.5062974095344543,0.0025986814871430397
135,64800,-0.12044444215716794,-0.11674073740141466,0.36186666666666667,30.0,4.1489691734313965,0.00783476047217846,-0.05965385586023331,0.0027173543348908424
140,67200,-0.06948147983639501,-0.0820000031235395,0.4020740740740741,29.6,3.762408971786499,0.005700990557670593,0.09944875538349152,0.002899584826081991
145,69600,-0.0846962931274902,-0.07874073798302561,0.4092148148148148,33.8,3.7899389266967773,0.008084752596914768,-0.3923812806606293,0.0028901544865220785
150,72000,-0.024370369156531523,-0.03881481390999397,0.4105185185185185,35.0,4.0135602951049805,0.006247670855373144,-0.19857056438922882,0.0027235341258347034
155,74400,-0.1367851850387524,-0.15733333498064894,0.39712592592592594,31.5,3.7304677963256836,0.006276555825024843,0.11205490678548813,0.0030003171414136887
160,76800,-0.06493333393591456,-0.06748148237238638,0.40942222222222224,36.1,3.8249998092651367,0.006710144225507975,-0.33845239877700806,0.0029058195650577545
165,79200,-0.06934814632113558,-0.058370369086333085,0.38482962962962963,34.7,4.133556365966797,0.007762800436466932,-0.30324897170066833,0.0027903609443455935
170,81600,-0.10383703622646863,-0.10607407304632943,0.398162962962963,33.5,4.060400009155273,0.006576689891517162,0.01568390615284443,0.002713802270591259
175,84000,-0.12157036970602349,-0.12244444368116092,0.3610962962962963,30.8,4.276124954223633,0.007309839129447937,0.09537488967180252,0.002584453672170639
180,86400,-0.06657777541113319,-0.08014814299531281,0.37057777777777773,29.9,4.50137186050415,0.0050529539585113525,-0.17037223279476166,0.002407119842246175
185,88800,-0.11610370453563519,-0.131407409964595,0.3723851851851852,30.5,4.441371440887451,0.007572338916361332,-0.020880810916423798,0.002345802029594779
190,91200,-0.12294814719934948,-0.12059259273519274,0.350962962962963,30.8,4.333093166351318,0.0063433777540922165,-0.12066912651062012,0.0024494375102221966
195,93600,-0.13284444243035978,-0.13140740523522254,0.3905777777777778,34.8,4.272564888000488,0.005167983006685972,-0.00922856293618679,0.0023830588907003403
200,96000,-0.10989629595715086,-0.07881481532240286,0.3574814814814815,29.0,4.438211441040039,0.005659622605890036,0.0009314219350926578,0.0024578708689659834
205,98400,-0.06663703584054019,-0.07999999822641257,0.34776296296296294,25.1,4.640891075134277,0.005787115078419447,-0.05257444456219673,0.0023392222356051207
210,100800,-0.192162962720613,-0.18859259544115048,0.33499259259259256,27.6,4.342101573944092,0.009042053483426571,-0.36229851841926575,0.002589467680081725
215,103200,-0.22023703471495537,-0.19837036689568777,0.35256296296296297,31.2,4.157594680786133,0.009758726693689823,-0.1261877417564392,0.0025358989369124174
220,105600,-0.10600000106060178,-0.10311111334885936,0.34293333333333337,27.9,4.06230354309082,0.0076619889587163925,-0.04180269315838814,0.002540449146181345
5,2400,-0.06277036943502026,-0.06385185108229052,0.3169185185185185,23.6,4.647559642791748,0.027216291055083275,-0.048540689051151276,0.0025095324963331223
10,4800,-0.16837036921351684,-0.1520740712294355,0.3356740740740741,27.9,4.631446361541748,0.022106902673840523,-0.2871239483356476,0.0024554955307394266
15,7200,-0.2181185167049989,-0.16014814683876466,0.37161481481481484,28.4,4.269609451293945,0.015798652544617653,-0.3042069375514984,0.002806868636980653
20,9600,-0.2547555555240251,-0.2760740771482233,0.3761777777777777,29.5,4.28726863861084,0.011429176665842533,-0.29803329706192017,0.0027149273082613945
25,12000,-0.14951110900583445,-0.1406666653128923,0.3342222222222222,27.1,4.409506797790527,0.015457629226148129,-0.4431537091732025,0.0023087088484317064
5,2400,-0.18204444369912381,-0.23199999942880822,0.3720888888888889,29.9,3.719085693359375,0.1467183381319046,-0.6341717839241028,0.0027948750648647547
10,4800,-0.20782222241105047,-0.21125925763044506,0.3426666666666666,27.2,3.565180778503418,0.14567556977272034,-0.34076353907585144,0.0028987545520067215
15,7200,-0.03875555507256649,-0.035851848078891635,0.376,29.8,2.9264822006225586,0.09251463413238525,-0.5828406810760498,0.002967668930068612
20,9600,-0.04299259257968515,-0.011777778403484263,0.3754074074074074,32.3,2.948518753051758,0.18481193482875824,0.48982375860214233,0.003349010832607746
25,12000,-0.05434074051299831,-0.02985185348370578,0.36645925925925926,31.7,2.716646194458008,0.05744510516524315,-0.2142898440361023,0.0033048479817807674
30,14400,-0.1056296284761629,-0.11533333115221467,0.3280592592592593,27.3,3.1626574993133545,0.019690031185746193,-0.20615288615226746,0.0033949960488826036
35,16800,-0.09037037015077658,-0.10237037113984115,0.3248296296296297,27.2,3.2698111534118652,0.07834535092115402,0.5676079392433167,0.0029609017074108124
40,19200,-0.1489925924804993,-0.1618518494651653,0.34874074074074074,30.0,2.7423453330993652,0.06962978839874268,-0.5843889117240906,0.002998099662363529
45,21600,-0.07922962985612685,-0.019777779438300058,0.37525925925925924,31.1,2.560788154602051,0.013512159697711468,-0.05470094829797745,0.0030245035886764526
50,24000,-0.05546666567970533,-0.07362962991464883,0.3907555555555555,31.0,2.07666015625,0.007857941091060638,-0.23717118799686432,0.0031280473340302706
55,26400,-0.05902222258300753,-0.07518518216966186,0.3672,32.0,2.1792094707489014,0.01379951648414135,-0.18721963465213776,0.003094498999416828
60,28800,-0.09404444354731822,-0.08362962669343688,0.3350222222222222,30.4,3.2801101207733154,0.006373133044689894,0.03988926485180855,0.0024657277390360832
65,31200,-0.012103702483000234,-0.003999997687060386,0.3760296296296296,28.8,3.268782377243042,0.006151439156383276,0.15730026364326477,0.00240776757709682
70,33600,-0.09444444419204956,-0.08044444135157391,0.3572444444444444,30.8,3.0247082710266113,0.010714582167565823,-0.035398878157138824,0.0028805399779230356
75,36000,-0.01875555535516469,-0.002666662541741971,0.4022222222222222,33.3,2.933877468109131,0.014886888675391674,-0.4439324736595154,0.002762922551482916
80,38400,-0.001214812765829265,0.002296297185239382,0.39496296296296296,30.6,3.4567060470581055,0.0072656720876693726,0.07437584549188614,0.002575487596914172
85,40800,-0.04125925827975152,-0.04074073734955164,0.38936296296296297,32.9,3.467630386352539,0.00933926086872816,0.07168169319629669,0.002782257739454508
90,43200,-0.0539851843030192,-0.025999999794294126,0.3532148148148148,29.8,3.1350865364074707,0.009173492901027203,-0.24941222369670868,0.0025538422632962465
95,45600,-0.08411851738201222,-0.09770370480691781,0.3864592592592592,30.8,3.4339828491210938,0.009739878587424755,-0.3016785979270935,0.002855281112715602
100,48000,-0.020118518035451415,-0.03881481577991508,0.39045925925925923,33.9,3.9929094314575195,0.007423455826938152,0.1929977685213089,0.002691025845706463
105,50400,-0.1516444444976514,-0.15170370560372248,0.3749333333333333,29.9,4.122549533843994,0.00781592633575201,-0.006535721011459827,0.0027155622374266386
110,52800,-0.11997036886314164,-0.11251851674751379,0.3734518518518518,28.9,4.28883695602417,0.012423169799149036,-0.2350931614637375,0.0026345811784267426
115,55200,-0.07586666602583136,-0.07088888717407826,0.3912888888888889,34.3,4.198641777038574,0.009985624812543392,-0.4011189639568329,0.0027577481232583523
